CustomerID,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason,GeographyKey,DemographicsKey,ContractKey
0266-CLZKZ,67,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,105.65,6717.9,No,0,59,6383,N/A,1015,3,8
7020-OZKXZ,9,Yes,No,Fiber optic,No,No,Yes,No,No,No,75.5,637.4,No,0,30,3021,N/A,793,14,4
3977-QCRSL,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.15,117.95,No,0,66,5020,N/A,1271,9,5
0017-DINOC,54,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,45.2,2460.55,No,0,54,5435,N/A,1016,1,22
7639-OPLNG,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,79.25,5731.85,No,0,27,5085,N/A,1272,8,8
1492-QGCLU,53,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,85.7,4616.1,No,0,36,5957,N/A,1017,7,6
7328-OWMOM,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.1,589.25,No,0,30,3086,N/A,1018,9,12
4418-LZMSV,13,Yes,No,DSL,No,Yes,Yes,Yes,No,No,61.8,750.1,No,0,47,4749,N/A,794,7,10
5155-AZQPB,28,Yes,Yes,DSL,No,No,No,No,No,No,49.9,1410.25,No,0,74,5250,N/A,1184,3,5
1087-GRUYI,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.4,743.5,No,0,65,3756,N/A,95,8,21
2546-KZAAT,52,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,75.4,3865.45,No,0,59,5211,N/A,795,8,20
0181-RITDD,62,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,108.15,6825.65,No,0,43,5298,N/A,796,7,11
5989-PGKJB,16,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,86.25,1340.1,No,0,65,3511,N/A,797,9,2
8272-ONJLV,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,95.7,1184.0,No,0,41,5527,N/A,1185,1,18
1488-PBLJN,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,116.85,8477.7,No,0,33,4055,N/A,1019,3,8
0308-GIQJT,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,105.75,7382.85,No,0,54,4921,N/A,1020,6,13
3778-FOAQW,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.15,456.85,No,0,39,3573,N/A,798,5,15
4452-ROHMO,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.6,331.6,No,0,38,2722,N/A,799,9,11
3090-LETTY,2,Yes,Yes,DSL,Yes,Yes,No,No,No,No,60.95,134.6,No,0,78,3172,N/A,800,4,10
5349-AZPEW,5,No,No phone service,DSL,No,No,No,No,No,No,25.05,125.5,No,0,24,2071,N/A,1273,3,5
9720-JJJOR,41,Yes,No,DSL,Yes,Yes,Yes,No,No,No,60.3,2511.3,No,0,50,4565,N/A,801,8,9
8100-HZZLJ,43,Yes,No,DSL,Yes,Yes,No,No,No,Yes,63.95,2737.05,No,0,55,4205,N/A,99,2,2
8775-ERLNB,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,74.3,74.3,No,0,47,2968,N/A,1274,13,6
8309-IEYJD,1,Yes,No,Fiber optic,No,No,No,No,No,No,70.6,70.6,No,0,25,2576,N/A,100,14,1
7398-HPYZQ,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,90.55,6404.0,No,0,23,5007,N/A,1186,8,21
3546-GHEAE,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.45,165.35,No,0,42,2600,N/A,1021,1,11
7361-YPXFS,28,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,64.45,1867.6,No,0,37,3820,N/A,802,14,10
6557-BZXLQ,16,Yes,No,Fiber optic,No,No,No,No,No,No,69.65,1043.3,No,0,63,5610,N/A,1187,6,6
2550-QHZGP,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.5,128.6,No,0,71,4271,N/A,803,1,15
7519-JTWQH,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,110.5,7455.45,No,0,33,4803,N/A,1188,9,8
2538-OIMXF,1,No,No phone service,DSL,No,No,No,No,No,No,24.7,24.7,No,0,55,3065,N/A,1275,2,5
8543-MSDMF,3,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,77.4,206.15,No,0,24,5528,N/A,1022,1,2
1170-SASML,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,85.4,5869.4,No,0,62,5976,N/A,102,5,3
4872-JCVCA,71,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,47.6,3377.8,No,0,22,4795,N/A,804,5,8
5346-BZCHP,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.4,1346.2,No,0,57,6408,N/A,1276,3,11
2038-LLMLM,48,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,103.85,4946.05,No,0,78,4304,N/A,1189,9,2
1216-BGTSP,45,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,108.45,4964.7,No,0,33,5093,N/A,1023,1,7
4138-NAXED,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,81.0,4085.75,No,0,34,4121,N/A,1024,1,10
0744-BIKKF,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,86.65,6224.8,No,0,67,4621,N/A,1277,1,21
7483-IQWIB,37,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,92.95,3415.25,No,0,42,3462,N/A,1278,7,2
5248-KWLAR,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,90.35,6325.25,No,0,28,6483,N/A,104,8,23
7996-MHXLW,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,25.15,1683.6,No,0,61,6141,N/A,106,9,17
7833-PKIHD,51,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,76.4,3966.3,No,0,52,6385,N/A,1279,8,9
7061-OVMIM,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.55,608.5,No,0,50,5203,N/A,805,5,13
5153-RTHKF,34,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,85.35,2896.6,No,0,78,3818,N/A,1190,9,6
1852-QSWCD,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24.8,1514.85,No,0,55,6281,N/A,1280,7,24
4832-VRBMR,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,103.15,6792.45,No,0,51,6441,N/A,1025,13,9
9079-LWTFD,47,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,100.75,4669.2,No,0,27,2508,N/A,1281,1,5
3392-EHMNK,67,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,94.1,6302.8,No,0,58,4803,N/A,108,3,22
5986-WWXDV,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.35,779.2,No,0,68,2607,N/A,1282,1,13
3061-BCKYI,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.9,283.75,No,0,34,3854,N/A,806,1,5
7901-TBKJX,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,101.05,5594.0,No,0,65,5514,N/A,807,6,2
7228-PAQPD,14,Yes,No,DSL,No,No,No,Yes,No,Yes,59.1,772.85,No,0,58,5718,N/A,1026,9,12
7746-QYVCO,16,Yes,No,DSL,Yes,Yes,No,No,No,No,55.85,857.8,No,0,55,2464,N/A,808,8,20
5804-HYIEZ,70,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,106.05,7554.05,No,0,30,4583,N/A,1027,7,2
9919-FZDED,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,84.1,5981.65,No,0,63,4671,N/A,1283,13,17
5934-TSSAU,23,Yes,No,Fiber optic,No,No,Yes,No,No,No,75.3,1702.9,No,0,49,5903,N/A,1028,3,7
3486-KHMLI,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24.7,467.15,No,0,54,5403,N/A,109,4,5
6784-XYJAE,36,Yes,Yes,DSL,No,No,Yes,No,No,No,55.8,1941.5,No,0,25,4770,N/A,1284,9,18
3933-DQPWX,50,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,39.7,1932.75,No,0,49,5174,N/A,1029,9,22
6661-EIPZC,48,No,No phone service,DSL,No,No,No,Yes,No,No,29.5,1423.05,No,0,36,3194,N/A,1285,3,7
8957-THMOA,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.15,970.85,No,0,27,4263,N/A,809,2,22
2251-PYLPB,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,79.55,5810.9,No,0,55,4766,N/A,1286,8,22
5555-RNPGT,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24.8,223.9,No,0,36,5212,N/A,810,4,4
1057-FOGLZ,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.65,391.7,No,0,20,4333,N/A,811,9,5
8087-LGYHQ,9,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,94.05,811.65,No,0,42,3475,N/A,111,1,2
4137-BTIKL,2,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,90.75,174.75,No,0,60,4766,N/A,112,1,5
2190-BCXEC,40,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,78.85,3126.85,No,0,45,5257,N/A,1287,5,7
6227-FBDXH,69,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,99.5,6841.45,No,0,56,4237,N/A,1288,8,13
2911-WDXMV,18,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,80.55,1406.65,No,0,37,5334,N/A,1289,4,7
7206-PQBBZ,11,Yes,No,Fiber optic,No,No,No,No,No,No,70.2,834.7,No,0,29,2848,N/A,812,13,2
4547-FZJWE,55,Yes,No,DSL,Yes,No,No,No,No,Yes,59.45,3157.0,No,0,77,5712,N/A,1290,8,12
7422-WNBTY,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,93.35,3092.0,No,0,40,3348,N/A,813,8,2
0842-IWYCP,46,Yes,No,DSL,No,No,No,No,No,No,44.95,2168.9,No,0,44,2626,N/A,1291,9,10
3521-HTQTV,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,26.1,980.35,No,0,46,2026,N/A,1292,1,21
3744-ZBHON,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.2,65.95,No,0,24,4369,N/A,1030,9,6
3373-DIUUN,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,21.25,711.9,No,0,70,3047,N/A,814,7,11
8383-SGHJU,33,Yes,Yes,DSL,Yes,No,No,Yes,No,No,59.4,1952.8,No,0,38,2853,N/A,1293,9,18
7607-QKKTJ,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,95.0,4368.85,No,0,27,2719,N/A,1294,7,19
7707-PYBBH,40,Yes,No,DSL,Yes,Yes,No,Yes,No,No,61.9,2647.1,No,0,52,2520,N/A,114,1,1
8984-HPEMB,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,118.65,8477.6,No,0,73,4296,N/A,115,9,14
4139-DETXS,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,64.45,4528.0,No,0,45,5265,N/A,1295,5,21
9779-DPNEJ,22,Yes,No,Fiber optic,No,No,No,No,No,Yes,80.15,1790.65,No,0,42,4732,N/A,1296,3,2
9805-FILKB,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.2,845.6,No,0,68,2325,N/A,815,8,9
5793-YOLJN,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,21.0,1210.3,No,0,24,5046,N/A,816,3,11
0673-IGUQO,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.45,20.45,No,0,38,4845,N/A,116,1,5
4123-FCVCB,12,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,75.85,854.45,No,0,70,5942,N/A,1297,9,20
8819-IMISP,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,80.45,2429.1,No,0,49,4684,N/A,117,1,2
8311-UEUAB,67,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,75.5,5229.45,No,0,69,5420,N/A,1298,5,14
5858-EAFCZ,1,Yes,No,DSL,No,No,No,No,No,No,44.45,44.45,No,0,74,3498,N/A,118,1,5
1163-ONYEY,41,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,74.55,3023.55,No,0,61,2748,N/A,1031,7,7
5656-MJEFC,42,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,48.15,2032.3,No,0,25,2673,N/A,121,8,22
6082-OQFBA,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.65,436.9,No,0,70,5460,N/A,817,8,15
8974-OVACP,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.15,20.15,No,0,31,3167,N/A,1032,9,5
4010-YLMVT,56,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,106.6,5893.95,No,0,80,5056,N/A,1033,9,7
1379-FRVEB,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,91.0,1430.05,No,0,48,4602,N/A,123,4,2
8612-GXIDD,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,25.4,313.0,No,0,71,2219,N/A,1034,7,8
6288-CHQJB,54,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,69.95,3871.85,No,0,57,5077,N/A,818,5,21
8160-HOWOX,7,Yes,No,DSL,No,No,No,No,Yes,Yes,66.85,458.1,No,0,43,4858,N/A,1299,9,2
6648-INWPS,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.15,341.35,No,0,58,5271,N/A,124,7,6
4223-BKEOR,21,Yes,No,DSL,Yes,No,Yes,No,No,Yes,64.85,1336.8,No,0,51,3302,N/A,1035,9,15
4079-VTGLK,30,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,74.85,2181.75,No,0,27,5610,N/A,1300,13,23
1763-WQFUK,3,Yes,No,DSL,No,No,No,Yes,No,No,50.5,147.75,No,0,43,5258,N/A,125,1,1
1391-UBDAR,11,Yes,No,Fiber optic,No,No,Yes,No,No,No,72.9,818.45,No,0,71,3042,N/A,1301,1,6
8894-JVDCV,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,115.05,7133.45,No,0,43,6494,N/A,1036,9,19
2023-VQFDL,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.0,348.8,No,0,39,5379,N/A,126,1,6
1345-GKDZZ,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.55,128.6,No,0,69,2309,N/A,1302,4,5
2014-MKGMH,46,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,101.1,4674.4,No,0,54,4883,N/A,819,9,16
5628-FCGYG,21,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,84.1,1737.45,No,0,69,4649,N/A,127,1,2
2560-WBWXF,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24.15,1498.85,No,0,70,5987,N/A,128,1,8
0248-IPDFW,1,Yes,Yes,DSL,No,No,No,No,No,No,50.1,50.1,No,0,57,5617,N/A,1037,9,2
7978-DKUQH,25,Yes,No,Fiber optic,No,No,Yes,No,No,No,74.6,1797.75,No,0,35,4591,N/A,820,5,2
4335-UPJSI,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.75,498.1,No,0,43,2639,N/A,1038,2,11
1784-EZDKJ,51,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,106.8,5498.8,No,0,33,4640,N/A,129,8,9
9297-FVVDH,57,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,84.5,4845.4,No,0,41,5928,N/A,1303,5,14
8007-YYPWD,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,25.05,369.1,No,0,43,5218,N/A,130,9,21
7101-HRBLJ,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,83.7,6096.9,No,0,36,4592,N/A,131,5,8
6635-CPNUN,28,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,96.6,2684.35,No,0,43,5530,N/A,1304,8,4
5453-YBTWV,70,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,101.1,6994.8,No,0,62,4226,N/A,132,7,17
5039-LZRQT,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.2,273.25,No,0,34,2953,N/A,1305,9,15
2931-VUVJN,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,94.05,5483.9,No,0,30,5061,N/A,1306,15,16
6418-PIQSP,62,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,81.0,4985.9,No,0,31,4684,N/A,821,5,11
8220-OCUFY,21,Yes,No,DSL,Yes,No,Yes,Yes,No,No,60.25,1258.35,No,0,25,4870,N/A,134,9,16
3995-WFCSM,2,Yes,No,DSL,No,No,Yes,No,No,Yes,60.85,111.4,No,0,54,3796,N/A,1039,9,6
1895-QTKDO,1,Yes,No,DSL,No,No,No,No,No,No,43.95,43.95,No,0,20,5684,N/A,1040,9,4
2038-OEQZH,4,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,86.05,308.1,No,0,55,3653,N/A,1307,1,6
1178-PZGAB,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.25,383.65,No,0,78,5586,N/A,1308,9,12
2626-VEEWG,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.4,1284.2,No,0,70,4890,N/A,136,7,17
2878-RMWXY,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,102.65,7550.3,No,0,66,4680,N/A,822,13,17
1657-DYMBM,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.9,1110.05,No,0,61,4157,N/A,823,8,22
7311-MQJCH,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.55,99.6,No,0,47,2575,N/A,824,9,18
7375-WMVMT,71,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,95.5,6707.15,No,0,80,6412,N/A,1309,13,17
1136-XGEQU,50,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,84.15,4164.4,No,0,43,4625,N/A,1310,5,19
2530-FMFXO,56,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,103.2,5873.75,No,0,55,4478,N/A,825,7,14
6844-DZKRF,2,Yes,No,DSL,No,No,No,Yes,No,No,50.2,109.25,No,0,59,4697,N/A,1311,1,7
5970-GHJAW,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.95,862.4,No,0,75,3574,N/A,137,7,22
8879-XUAHX,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,116.25,8564.75,No,0,47,6124,N/A,1312,8,14
3689-MOZGR,29,No,No phone service,DSL,No,No,No,Yes,No,No,31.2,926.2,No,0,39,4761,N/A,1313,9,2
4195-PNGZS,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24.45,1718.2,No,0,39,5295,N/A,826,7,21
5003-XZWWO,71,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,84.2,5956.85,No,0,33,4753,N/A,1041,8,22
7622-FWGEW,56,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,85.65,4824.45,No,0,70,6500,N/A,827,13,8
6922-NCEDI,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,21.2,1238.65,No,0,23,6473,N/A,828,1,20
9891-NQDBD,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,25.55,672.2,No,0,39,3493,N/A,138,5,15
6131-IUNXN,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.2,382.2,No,0,64,3636,N/A,139,3,5
8548-AWOFC,66,Yes,Yes,DSL,No,No,No,Yes,No,Yes,63.85,4264.6,No,0,72,5956,N/A,829,8,6
9798-DRYDS,17,Yes,Yes,DSL,No,No,Yes,Yes,No,No,61.95,1070.7,No,0,27,4759,N/A,140,5,20
8532-UEFWH,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,25.75,1345.85,No,0,21,4676,N/A,1314,7,11
6296-DDOOR,19,Yes,No,DSL,No,Yes,No,No,Yes,No,58.2,1045.25,No,0,73,4033,N/A,1042,9,18
7951-VRDVK,36,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,85.85,3003.55,No,0,64,4898,N/A,1315,9,13
4815-YOSUK,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,104.9,7537.5,No,0,35,4927,N/A,1316,7,19
0380-NEAVX,34,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,99.85,3343.15,No,0,71,5626,N/A,1043,6,16
4365-MSDYN,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.55,161.15,No,0,31,4909,N/A,1317,8,3
7036-TYDEC,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,104.0,7028.5,No,0,63,5902,N/A,1318,9,23
5802-ADBRC,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,104.4,5232.9,No,0,26,6100,N/A,1319,5,20
8076-FEZKJ,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.5,225.85,No,0,80,5039,N/A,830,1,15
5197-YPYBZ,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,25.25,274.7,No,0,49,2646,N/A,1320,3,22
4312-GVYNH,70,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,49.85,3370.2,No,0,26,5460,N/A,1321,5,8
8495-LJDFO,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,108.95,7111.3,No,0,26,5780,N/A,831,14,3
0839-JTCUD,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,89.9,5958.85,No,0,20,4082,N/A,1322,5,22
5494-WOZRZ,71,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,82.0,5999.85,No,0,72,5770,N/A,1044,5,17
1302-UHBDD,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,89.95,1648.45,No,0,33,4812,N/A,832,6,6
2234-EOFPT,72,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,79.35,5753.25,No,0,55,4278,N/A,142,8,8
8619-IJNDK,71,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,64.05,4492.9,No,0,71,4374,N/A,1323,5,22
8378-LKJAF,38,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,101.15,3956.7,No,0,34,3738,N/A,1324,7,7
1153-GNOLC,33,No,No phone service,DSL,No,Yes,No,No,Yes,No,39.1,1309.0,No,0,40,2855,N/A,143,1,16
3298-QEICA,23,No,No phone service,DSL,Yes,No,No,Yes,No,No,34.6,813.45,No,0,73,4445,N/A,1325,5,11
0788-DXBFY,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.55,1108.8,No,0,72,4801,N/A,833,8,16
3597-YASZG,70,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,104.45,7349.35,No,0,27,5004,N/A,1326,15,8
3496-LFSZU,4,Yes,No,Fiber optic,No,No,No,No,No,No,70.5,294.2,No,0,68,2896,N/A,1327,8,6
5242-UOWHD,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.35,929.2,No,0,62,4210,N/A,1328,7,11
6479-SZPLM,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.45,754.5,No,0,39,5745,N/A,144,7,22
8097-VBQTZ,54,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,69.9,3883.3,No,0,65,6092,N/A,145,1,1
4500-HKANN,23,Yes,Yes,DSL,No,Yes,No,Yes,No,No,59.7,1414.2,No,0,49,3464,N/A,146,8,11
9917-KWRBE,41,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,78.35,3211.2,No,0,44,2894,N/A,834,5,19
3420-ZDBMA,5,Yes,No,Fiber optic,No,No,No,No,No,No,71.45,371.6,No,0,36,5171,N/A,835,6,1
2212-LYASK,27,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,45.85,1246.4,No,0,49,2068,N/A,147,8,19
1393-IMKZG,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,95.85,95.85,No,0,23,3270,N/A,836,9,2
8069-RHUXK,67,No,No phone service,DSL,Yes,No,No,Yes,No,No,35.7,2545.7,No,0,25,5655,N/A,1329,5,22
3398-GCPMU,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,89.55,6448.85,No,0,25,4993,N/A,1045,15,17
2908-WGAXL,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24.95,1468.9,No,0,76,5243,N/A,1330,3,17
3378-AJRAO,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24.85,1013.6,No,0,58,5331,N/A,1331,8,18
1013-QCWAM,66,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,100.8,6690.75,No,0,32,5469,N/A,1046,15,2
6050-FFXES,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,105.35,7240.65,No,0,34,5268,N/A,1047,5,21
0362-RAOQO,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.65,830.25,No,0,75,3878,N/A,148,9,22
9554-DFKIC,30,Yes,Yes,DSL,Yes,No,No,No,No,No,54.45,1588.7,No,0,38,2613,N/A,1332,7,3
5527-ACHSO,11,Yes,No,DSL,No,No,No,Yes,Yes,Yes,70.5,829.3,No,0,75,5541,N/A,1048,9,5
0829-DDVLK,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.1,302.45,No,0,71,4359,N/A,1333,9,12
1399-UBQIU,11,Yes,No,DSL,No,No,Yes,No,Yes,Yes,69.35,712.25,No,0,47,2288,N/A,1334,1,2
1813-JLKWR,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.8,1336.65,No,0,31,5384,N/A,1049,5,13
0336-PIKEI,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,74.4,5360.75,No,0,58,5590,N/A,837,13,21
7322-OCWHC,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,93.05,6735.05,No,0,39,4988,N/A,838,13,8
9537-VHDTA,1,Yes,No,DSL,Yes,No,No,No,No,No,51.2,51.2,No,0,51,3699,N/A,1335,2,5
